Category,subcategory,sublink,datalink
Embarrassments,In the Buff,http://www.snopes.com/embarrass/buff/buff.asp,http://www.snopes.com/embarrass/buff/burpus.asp
Embarrassments,In the Buff,http://www.snopes.com/embarrass/buff/buff.asp,http://www.snopes.com/embarrass/buff/helmet.asp
Embarrassments,In the Buff,http://www.snopes.com/embarrass/buff/buff.asp,http://www.snopes.com/embarrass/buff/iceman.asp
Embarrassments,In the Buff,http://www.snopes.com/embarrass/buff/buff.asp,http://www.snopes.com/embarrass/buff/lockout.asp
Embarrassments,In the Buff,http://www.snopes.com/embarrass/buff/buff.asp,http://www.snopes.com/embarrass/buff/skylight.asp
Embarrassments,"Doctor, Doctor",http://www.snopes.com/embarrass/doctor/doctor.asp,http://www.snopes.com/embarrass/doctor/framed.asp
Embarrassments,"Doctor, Doctor",http://www.snopes.com/embarrass/doctor/doctor.asp,http://www.snopes.com/embarrass/feminine/glitter.asp
Embarrassments,"Doctor, Doctor",http://www.snopes.com/embarrass/doctor/doctor.asp,http://www.snopes.com/pregnant/babyexam.asp
Embarrassments,Feminine Mystique,http://www.snopes.com/embarrass/feminine/feminine.asp,http://www.snopes.com/embarrass/feminine/glitter.asp
Embarrassments,Feminine Mystique,http://www.snopes.com/embarrass/feminine/feminine.asp,http://www.snopes.com/embarrass/feminine/tampax.asp
Embarrassments,Feminine Mystique,http://www.snopes.com/embarrass/feminine/feminine.asp,http://www.snopes.com/embarrass/feminine/napkins.asp
Embarrassments,Feminine Mystique,http://www.snopes.com/embarrass/feminine/feminine.asp,http://www.snopes.com/embarrass/feminine/leftbag.asp
Embarrassments,Mistaken Identities,http://www.snopes.com/embarrass/mistaken/mistaken.asp,http://www.snopes.com/embarrass/mistaken/kneel.asp
Embarrassments,Mistaken Identities,http://www.snopes.com/embarrass/mistaken/mistaken.asp,http://www.snopes.com/embarrass/mistaken/queen.asp
Embarrassments,Mistaken Identities,http://www.snopes.com/embarrass/mistaken/mistaken.asp,http://www.snopes.com/embarrass/mistaken/stall.asp
Embarrassments,Mistaken Identities,http://www.snopes.com/embarrass/mistaken/mistaken.asp,http://www.snopes.com/embarrass/mistaken/troll.asp
Embarrassments,Mistaken Identities,http://www.snopes.com/embarrass/mistaken/mistaken.asp,http://www.snopes.com/embarrass/mistaken/shovel.asp
Embarrassments,E-Mail Exchanges,http://www.snopes.com/embarrass/email/email.asp,http://www.snopes.com/embarrass/email/tripplehorn.asp
Embarrassments,E-Mail Exchanges,http://www.snopes.com/embarrass/email/email.asp,http://www.snopes.com/embarrass/email/skadden.asp
Embarrassments,E-Mail Exchanges,http://www.snopes.com/embarrass/email/email.asp,http://www.snopes.com/embarrass/email/ketchup.asp
Embarrassments,E-Mail Exchanges,http://www.snopes.com/embarrass/email/email.asp,http://www.snopes.com/embarrass/email/ham.asp
Embarrassments,E-Mail Exchanges,http://www.snopes.com/embarrass/email/email.asp,http://www.snopes.com/embarrass/email/breakup.asp
Embarrassments,E-Mail Exchanges,http://www.snopes.com/embarrass/email/email.asp,http://www.snopes.com/embarrass/email/leaving.asp
Embarrassments,E-Mail Exchanges,http://www.snopes.com/embarrass/email/email.asp,http://www.snopes.com/embarrass/email/property.asp
Embarrassments,Miscues,http://www.snopes.com/embarrass/miscues/miscues.asp,http://www.snopes.com/embarrass/miscues/bitedust.asp
Embarrassments,Miscues,http://www.snopes.com/embarrass/miscues/miscues.asp,http://www.snopes.com/embarrass/miscues/backtobed.asp
Food,Contamination,http://www.snopes.com/food/tainted/tainted.asp,http://www.snopes.com/horrors/food/semen.asp
Food,Contamination,http://www.snopes.com/food/tainted/tainted.asp,http://www.snopes.com/horrors/food/tumor.asp
Food,Contamination,http://www.snopes.com/food/tainted/tainted.asp,http://www.snopes.com/horrors/food/friedrat.asp
Food,Contamination,http://www.snopes.com/food/tainted/tainted.asp,http://www.snopes.com/horrors/food/tacobell.asp
Food,Contamination,http://www.snopes.com/food/tainted/tainted.asp,http://www.snopes.com/horrors/food/menudo.asp
Food,Contamination,http://www.snopes.com/food/tainted/tainted.asp,http://www.snopes.com/horrors/food/outback.asp
Food,Contamination,http://www.snopes.com/food/tainted/tainted.asp,http://www.snopes.com/horrors/food/punch.asp
Food,Contamination,http://www.snopes.com/food/tainted/tainted.asp,http://www.snopes.com/horrors/cannibal/worker.asp
Food,Contamination,http://www.snopes.com/food/tainted/tainted.asp,http://www.snopes.com/food/tainted/mints.asp
Food,Contamination,http://www.snopes.com/food/tainted/tainted.asp,http://www.snopes.com/food/tainted/dropped.asp
Food,Contamination,http://www.snopes.com/food/tainted/tainted.asp,http://www.snopes.com/food/tainted/onions.asp
Food,Contamination,http://www.snopes.com/food/tainted/tainted.asp,http://www.snopes.com/horrors/food/ketchup.asp
Food,Contamination,http://www.snopes.com/food/tainted/tainted.asp,http://www.snopes.com/food/tainted/rats.asp
Food,Contamination,http://www.snopes.com/food/tainted/tainted.asp,http://www.snopes.com/horrors/food/chili.asp
Food,Contamination,http://www.snopes.com/food/tainted/tainted.asp,http://www.snopes.com/food/tainted/grillwire.asp
Food,Contamination,http://www.snopes.com/food/tainted/tainted.asp,http://www.snopes.com/food/tainted/carrots.asp
Food,Contamination,http://www.snopes.com/food/tainted/tainted.asp,http://www.snopes.com/food/tainted/cutonions.asp
Food,Contamination,http://www.snopes.com/food/tainted/tainted.asp,http://www.snopes.com/food/tainted/wingcyst.asp
Food,Contamination,http://www.snopes.com/food/tainted/tainted.asp,http://www.snopes.com/food/tainted/mandarin.asp
Food,Contamination,http://www.snopes.com/food/tainted/tainted.asp,http://www.snopes.com/food/tainted/pepsihiv.asp
Food,Contamination,http://www.snopes.com/food/tainted/tainted.asp,http://www.snopes.com/food/tainted/monsantocorn.asp
Food,Contamination,http://www.snopes.com/food/tainted/tainted.asp,http://www.snopes.com/food/tainted/kiwi.asp
Food,Contamination,http://www.snopes.com/food/tainted/tainted.asp,http://www.snopes.com/food/tainted/tomato.asp
Food,Contamination,http://www.snopes.com/food/tainted/tainted.asp,http://www.snopes.com/food/tainted/kfc.asp
Food,Contamination,http://www.snopes.com/food/tainted/tainted.asp,http://www.snopes.com/food/tainted/aldi.asp
Food,Contamination,http://www.snopes.com/food/tainted/tainted.asp,http://www.snopes.com/food/tainted/reeses.asp
Food,Contamination,http://www.snopes.com/food/tainted/tainted.asp,http://www.snopes.com/food/tainted/gmobeedeaths.asp
Food,Contamination,http://www.snopes.com/food/tainted/tainted.asp,http://www.snopes.com/food/tainted/roundupwheat.asp
Food,Contamination,http://www.snopes.com/food/tainted/tainted.asp,http://www.snopes.com/food/tainted/pringlescancer.asp
Food,Contamination,http://www.snopes.com/food/tainted/tainted.asp,http://www.snopes.com/food/tainted/pringlesurn.asp
Food,Contamination,http://www.snopes.com/food/tainted/tainted.asp,http://www.snopes.com/food/tainted/bubbaconroy.asp
Food,Contamination,http://www.snopes.com/food/tainted/tainted.asp,http://www.snopes.com/food/tainted/crocodilebile.asp
Food,Contamination,http://www.snopes.com/food/tainted/tainted.asp,http://www.snopes.com/food/tainted/kraftmac.asp
Food,Contamination,http://www.snopes.com/food/tainted/tainted.asp,http://www.snopes.com/food/tainted/cherries.asp
Food,Contamination,http://www.snopes.com/food/tainted/tainted.asp,http://www.snopes.com/food/tainted/dippinstix.asp
Food,Contamination,http://www.snopes.com/food/tainted/tainted.asp,http://www.snopes.com/food/tainted/arsenicwine.asp
Food,Contamination,http://www.snopes.com/food/tainted/tainted.asp,http://www.snopes.com/food/tainted/gerberpuffs.asp
Food,Preparation,http://www.snopes.com/food/prepare/prepare.asp,http://www.snopes.com/embarrass/business/bakesale.asp
Food,Preparation,http://www.snopes.com/food/prepare/prepare.asp,http://www.snopes.com/weddings/newlywed/secret.asp
Food,Preparation,http://www.snopes.com/food/prepare/prepare.asp,http://www.snopes.com/critters/edibles/washbiol.asp
Food,Preparation,http://www.snopes.com/food/prepare/prepare.asp,http://www.snopes.com/food/prepare/breadtag.asp
Food,Preparation,http://www.snopes.com/food/prepare/prepare.asp,http://www.snopes.com/food/prepare/badmeat.asp
Food,Preparation,http://www.snopes.com/food/prepare/prepare.asp,http://www.snopes.com/food/prepare/camel.asp
Food,Preparation,http://www.snopes.com/food/prepare/prepare.asp,http://www.snopes.com/food/prepare/eggs.asp
Food,Preparation,http://www.snopes.com/food/prepare/prepare.asp,http://www.snopes.com/food/prepare/suntea.asp
Food,Preparation,http://www.snopes.com/food/prepare/prepare.asp,http://www.snopes.com/food/prepare/tapioca.asp
Food,Preparation,http://www.snopes.com/food/prepare/prepare.asp,http://www.snopes.com/food/prepare/caketalk.asp
Food,Preparation,http://www.snopes.com/food/prepare/prepare.asp,http://www.snopes.com/food/prepare/refriedbeans.asp
Food,Preparation,http://www.snopes.com/food/prepare/prepare.asp,http://www.snopes.com/food/prepare/ramen.asp
Food,Preparation,http://www.snopes.com/food/prepare/prepare.asp,http://www.snopes.com/food/prepare/msm.asp
Food,Preparation,http://www.snopes.com/food/prepare/prepare.asp,http://www.snopes.com/food/prepare/coolercorn.asp
Food,Preparation,http://www.snopes.com/food/prepare/prepare.asp,http://www.snopes.com/food/prepare/produce.asp
Food,Preparation,http://www.snopes.com/food/prepare/prepare.asp,http://www.snopes.com/food/prepare/solocups.asp
Food,Culture Clash,http://www.snopes.com/food/culture/culture.asp,http://www.snopes.com/business/market/babyfood.asp
Food,Culture Clash,http://www.snopes.com/food/culture/culture.asp,http://www.snopes.com/inboxer/petition/bernard.htm
Food,Culture Clash,http://www.snopes.com/food/culture/culture.asp,http://www.snopes.com/horrors/cannibal/cremains.asp
Food,Culture Clash,http://www.snopes.com/food/culture/culture.asp,http://www.snopes.com/horrors/cannibal/fetus.asp
Food,Culture Clash,http://www.snopes.com/food/culture/culture.asp,http://www.snopes.com/horrors/food/chinese.asp
Food,Culture Clash,http://www.snopes.com/food/culture/culture.asp,http://www.snopes.com/critters/edibles/dogsoup.htm
Food,Culture Clash,http://www.snopes.com/food/culture/culture.asp,http://www.snopes.com/critters/edibles/tourist.asp
Food,Culture Clash,http://www.snopes.com/food/culture/culture.asp,http://www.snopes.com/travel/foreign/cultural.asp
Food,Culture Clash,http://www.snopes.com/food/culture/culture.asp,http://www.snopes.com/luck/kitkat.asp
Food,Dining Rituals,http://www.snopes.com/food/rituals/rituals.asp,http://www.snopes.com/food/rituals/clink.asp
Food,Dining Rituals,http://www.snopes.com/food/rituals/rituals.asp,http://www.snopes.com/business/genius/salted.asp
Food,Dining Rituals,http://www.snopes.com/food/rituals/rituals.asp,http://www.snopes.com/embarrass/celebrity/keepfork.asp
Food,Odd Ingredients,http://www.snopes.com/food/ingredient/ingredient.asp,http://www.snopes.com/horrors/food/bubbleyum.asp
Food,Odd Ingredients,http://www.snopes.com/food/ingredient/ingredient.asp,http://www.snopes.com/horrors/food/wormburg.asp
Food,Odd Ingredients,http://www.snopes.com/food/ingredient/ingredient.asp,http://www.snopes.com/horrors/food/coweyes.asp
Food,Odd Ingredients,http://www.snopes.com/food/ingredient/ingredient.asp,http://www.snopes.com/horrors/food/mcdshake.asp
Food,Odd Ingredients,http://www.snopes.com/food/ingredient/ingredient.asp,http://www.snopes.com/horrors/food/chocmilk.asp
Food,Odd Ingredients,http://www.snopes.com/food/ingredient/ingredient.asp,http://www.snopes.com/food/ingredient/jello.asp
Food,Odd Ingredients,http://www.snopes.com/food/ingredient/ingredient.asp,http://www.snopes.com/food/ingredient/sushi.asp
Food,Odd Ingredients,http://www.snopes.com/food/ingredient/ingredient.asp,http://www.snopes.com/food/ingredient/timhortons.asp
Food,Odd Ingredients,http://www.snopes.com/food/ingredient/ingredient.asp,http://www.snopes.com/food/ingredient/bugjuice.asp
Food,Odd Ingredients,http://www.snopes.com/food/ingredient/ingredient.asp,http://www.snopes.com/food/ingredient/twinkies.asp
Food,Odd Ingredients,http://www.snopes.com/food/ingredient/ingredient.asp,http://www.snopes.com/food/ingredient/turkey.asp
Food,Odd Ingredients,http://www.snopes.com/food/ingredient/ingredient.asp,http://www.snopes.com/food/ingredient/carrots.asp
Food,Odd Ingredients,http://www.snopes.com/food/ingredient/ingredient.asp,http://www.snopes.com/food/ingredient/arbys.asp
Food,Odd Ingredients,http://www.snopes.com/food/ingredient/ingredient.asp,http://www.snopes.com/food/ingredient/greenpotatoes.asp
Food,Odd Ingredients,http://www.snopes.com/food/ingredient/ingredient.asp,http://www.snopes.com/food/ingredient/goldschlager.asp
Food,Odd Ingredients,http://www.snopes.com/food/ingredient/ingredient.asp,http://www.snopes.com/food/ingredient/vanilla.asp
Food,Odd Ingredients,http://www.snopes.com/food/ingredient/ingredient.asp,http://www.snopes.com/food/ingredient/lime.asp
Food,Odd Ingredients,http://www.snopes.com/food/ingredient/ingredient.asp,http://www.snopes.com/food/ingredient/quail.asp
Food,Odd Ingredients,http://www.snopes.com/food/ingredient/ingredient.asp,http://www.snopes.com/food/ingredient/castoreum.asp
Food,Odd Ingredients,http://www.snopes.com/food/ingredient/ingredient.asp,http://www.snopes.com/food/ingredient/bullsemen.asp
Food,Odd Ingredients,http://www.snopes.com/food/ingredient/ingredient.asp,http://www.snopes.com/food/ingredient/pumpkinspicelatte.asp
Food,Odd Ingredients,http://www.snopes.com/food/ingredient/ingredient.asp,http://www.snopes.com/food/ingredient/tsp.asp
Food,Odd Ingredients,http://www.snopes.com/food/ingredient/ingredient.asp,http://www.snopes.com/food/ingredient/dewitos.asp
Food,Odd Ingredients,http://www.snopes.com/food/ingredient/ingredient.asp,http://www.snopes.com/food/ingredient/donutsprinkles.asp
Food,Odd Ingredients,http://www.snopes.com/food/ingredient/ingredient.asp,http://www.snopes.com/food/ingredient/kraftmelt.asp
Food,Odd Ingredients,http://www.snopes.com/food/ingredient/ingredient.asp,http://www.snopes.com/food/ingredient/chickenarsenic.asp
Food,Odd Ingredients,http://www.snopes.com/food/ingredient/ingredient.asp,http://www.snopes.com/food/ingredient/bellpepper.asp
Food,Odd Ingredients,http://www.snopes.com/food/ingredient/ingredient.asp,http://www.snopes.com/food/ingredient/walmarticecream.asp
Food,Odd Ingredients,http://www.snopes.com/food/ingredient/ingredient.asp,http://www.snopes.com/food/ingredient/thinmints.asp
Food,Odd Ingredients,http://www.snopes.com/food/ingredient/ingredient.asp,http://www.snopes.com/food/ingredient/oliveoil.asp
Food,Odd Ingredients,http://www.snopes.com/food/ingredient/ingredient.asp,http://www.snopes.com/food/ingredient/sillyputty.asp
Food,Odd Ingredients,http://www.snopes.com/food/ingredient/ingredient.asp,http://www.snopes.com/food/ingredient/grapeicecream.asp
Food,Warnings,http://www.snopes.com/food/warnings/warnings.asp,http://www.snopes.com/medical/toxins/cookplastic.asp
Food,Warnings,http://www.snopes.com/food/warnings/warnings.asp,http://www.snopes.com/medical/toxins/aspartame.asp
Food,Warnings,http://www.snopes.com/food/warnings/warnings.asp,http://www.snopes.com/medical/potables/mountaindew.asp
Food,Warnings,http://www.snopes.com/food/warnings/warnings.asp,http://www.snopes.com/medical/potables/redbull.asp
Food,Warnings,http://www.snopes.com/food/warnings/warnings.asp,http://www.snopes.com/medical/toxins/canola.asp
Food,Warnings,http://www.snopes.com/food/warnings/warnings.asp,http://www.snopes.com/medical/toxins/shrimp.asp
Food,Warnings,http://www.snopes.com/food/warnings/warnings.asp,http://www.snopes.com/horrors/freakish/poprocks.asp
Food,Warnings,http://www.snopes.com/food/warnings/warnings.asp,http://www.snopes.com/horrors/food/kfc.asp
Food,Warnings,http://www.snopes.com/food/warnings/warnings.asp,http://www.snopes.com/food/warnings/butter.asp
Food,Warnings,http://www.snopes.com/food/warnings/warnings.asp,http://www.snopes.com/food/warnings/bananas.asp
Food,Warnings,http://www.snopes.com/food/warnings/warnings.asp,http://www.snopes.com/food/warnings/apples.asp
Food,Warnings,http://www.snopes.com/food/warnings/warnings.asp,http://www.snopes.com/food/warnings/zulican.asp
Food,Warnings,http://www.snopes.com/food/warnings/warnings.asp,http://www.snopes.com/food/warnings/noodles.asp
Food,Warnings,http://www.snopes.com/food/warnings/warnings.asp,http://www.snopes.com/food/warnings/saralee.asp
Food,Warnings,http://www.snopes.com/food/warnings/warnings.asp,http://www.snopes.com/food/warnings/cadbury.asp
Food,Warnings,http://www.snopes.com/food/warnings/warnings.asp,http://www.snopes.com/medical/toxins/pancake.asp
Food,Warnings,http://www.snopes.com/food/warnings/warnings.asp,http://www.snopes.com/food/warnings/bread.asp
Food,Warnings,http://www.snopes.com/food/warnings/warnings.asp,http://www.snopes.com/food/warnings/salad.asp
Food,Warnings,http://www.snopes.com/food/warnings/warnings.asp,http://www.snopes.com/food/warnings/bigmouth.asp
Food,Warnings,http://www.snopes.com/food/warnings/warnings.asp,http://www.snopes.com/food/warnings/spinach.asp
Food,Warnings,http://www.snopes.com/food/warnings/warnings.asp,http://www.snopes.com/food/warnings/vegemite.asp
Food,Warnings,http://www.snopes.com/food/warnings/warnings.asp,http://www.snopes.com/food/warnings/gortons.asp
Food,Warnings,http://www.snopes.com/food/warnings/warnings.asp,http://www.snopes.com/food/warnings/coins.asp
Food,Warnings,http://www.snopes.com/food/warnings/warnings.asp,http://www.snopes.com/food/warnings/fruit.asp
Food,Warnings,http://www.snopes.com/food/warnings/warnings.asp,http://www.snopes.com/food/warnings/starfruit.asp
Food,Warnings,http://www.snopes.com/food/warnings/warnings.asp,http://www.snopes.com/food/warnings/pyrex.asp
Food,Warnings,http://www.snopes.com/food/warnings/warnings.asp,http://www.snopes.com/food/warnings/babyfood.asp
Food,Warnings,http://www.snopes.com/food/warnings/warnings.asp,http://www.snopes.com/food/warnings/caprisun.asp
Food,Warnings,http://www.snopes.com/food/warnings/warnings.asp,http://www.snopes.com/food/warnings/bvo.asp
Food,Warnings,http://www.snopes.com/food/warnings/warnings.asp,http://www.snopes.com/food/warnings/kraftgmo.asp
Food,Warnings,http://www.snopes.com/food/warnings/warnings.asp,http://www.snopes.com/food/warnings/takis.asp
Food,Warnings,http://www.snopes.com/food/warnings/warnings.asp,http://www.snopes.com/food/warnings/tilapia.asp
Food,Warnings,http://www.snopes.com/food/warnings/warnings.asp,http://www.snopes.com/food/warnings/goldencorral.asp
Food,Warnings,http://www.snopes.com/food/warnings/warnings.asp,http://www.snopes.com/food/warnings/earthsbest.asp
Food,Warnings,http://www.snopes.com/food/warnings/warnings.asp,http://www.snopes.com/food/warnings/smithfield.asp
Food,Warnings,http://www.snopes.com/food/warnings/warnings.asp,http://www.snopes.com/food/warnings/fireball.asp
Food,Warnings,http://www.snopes.com/food/warnings/warnings.asp,http://www.snopes.com/food/warnings/chocolate.asp
Food,Warnings,http://www.snopes.com/food/warnings/warnings.asp,http://www.snopes.com/food/warnings/bananapotassium.asp
Food,Food Origins,http://www.snopes.com/food/origins/origins.asp,http://www.snopes.com/business/origins/chips.asp
Food,Food Origins,http://www.snopes.com/food/origins/origins.asp,http://www.snopes.com/food/origins/chopsuey.asp
Food,Food Origins,http://www.snopes.com/food/origins/origins.asp,http://www.snopes.com/language/stories/hotdog.asp
Food,Food Origins,http://www.snopes.com/food/origins/origins.asp,http://www.snopes.com/language/stories/sirloin.asp
Food,Food Origins,http://www.snopes.com/food/origins/origins.asp,http://www.snopes.com/language/stories/pumper.asp
Food,Food Origins,http://www.snopes.com/food/origins/origins.asp,http://www.snopes.com/business/names/cake.asp
Food,Food Origins,http://www.snopes.com/food/origins/origins.asp,http://www.snopes.com/food/origins/grahamcrackers.asp
Food,Food Origins,http://www.snopes.com/food/origins/origins.asp,http://www.snopes.com/food/origins/caesar.asp
Food,Food Origins,http://www.snopes.com/food/origins/origins.asp,http://www.snopes.com/food/origins/gatorade.asp
Food,Food Origins,http://www.snopes.com/food/origins/origins.asp,http://www.snopes.com/food/origins/luther.asp
Food,Food Origins,http://www.snopes.com/food/origins/origins.asp,http://www.snopes.com/food/origins/fortune.asp
Food,Food Origins,http://www.snopes.com/food/origins/origins.asp,http://www.snopes.com/food/origins/frenchdip.asp
Food,Food Origins,http://www.snopes.com/food/origins/origins.asp,http://www.snopes.com/food/origins/melba.asp
Food,Food Origins,http://www.snopes.com/food/origins/origins.asp,http://www.snopes.com/food/origins/weddingsoup.asp
Fraud & Scams,Auto Theft,http://www.snopes.com/fraud/autos/autos.asp,http://www.snopes.com/fraud/autos/miracle.asp
Fraud & Scams,Auto Theft,http://www.snopes.com/fraud/autos/autos.asp,http://www.snopes.com/crime/warnings/clear.asp
Fraud & Scams,Auto Theft,http://www.snopes.com/fraud/autos/autos.asp,http://www.snopes.com/fraud/autos/sticker.asp
Fraud & Scams,Auto Theft,http://www.snopes.com/fraud/autos/autos.asp,http://www.snopes.com/fraud/autos/jiffylube.asp
Fraud & Scams,Telephone Scams,http://www.snopes.com/fraud/telephone/telephone.asp,http://www.snopes.com/fraud/telephone/809.asp
Fraud & Scams,Telephone Scams,http://www.snopes.com/fraud/telephone/telephone.asp,http://www.snopes.com/fraud/telephone/pds.asp
Fraud & Scams,Telephone Scams,http://www.snopes.com/fraud/telephone/telephone.asp,http://www.snopes.com/fraud/telephone/pintheft.asp
Fraud & Scams,Telephone Scams,http://www.snopes.com/fraud/telephone/telephone.asp,http://www.snopes.com/fraud/telephone/btscam.asp
Fraud & Scams,Telephone Scams,http://www.snopes.com/fraud/telephone/telephone.asp,http://www.snopes.com/fraud/telephone/microsoft.asp
Fraud & Scams,Telephone Scams,http://www.snopes.com/fraud/telephone/telephone.asp,http://www.snopes.com/fraud/telephone/onering.asp
Fraud & Scams,Telephone Scams,http://www.snopes.com/fraud/telephone/telephone.asp,http://www.snopes.com/fraud/telephone/simclone.asp
Fraud & Scams,Telephone Scams,http://www.snopes.com/fraud/telephone/telephone.asp,http://www.snopes.com/fraud/telephone/irsowe.asp
Fraud & Scams,Employment Scams,http://www.snopes.com/fraud/employment/employment.asp,http://www.snopes.com/fraud/employment/shopper.asp
Fraud & Scams,Employment Scams,http://www.snopes.com/fraud/employment/employment.asp,http://www.snopes.com/fraud/employment/google.asp
Fraud & Scams,Employment Scams,http://www.snopes.com/fraud/employment/employment.asp,http://www.snopes.com/fraud/employment/femasandy.asp
Fraud & Scams,Sales Scams,http://www.snopes.com/fraud/sales/sales.asp,http://www.snopes.com/fraud/sales/giftcard.asp
Fraud & Scams,Sales Scams,http://www.snopes.com/fraud/sales/sales.asp,http://www.snopes.com/fraud/sales/emptybox.asp
Fraud & Scams,Sales Scams,http://www.snopes.com/fraud/sales/sales.asp,http://www.snopes.com/fraud/sales/express.asp
Fraud & Scams,Sales Scams,http://www.snopes.com/fraud/sales/sales.asp,http://www.snopes.com/fraud/sales/rental.asp
Fraud & Scams,Phishing,http://www.snopes.com/fraud/phishing/phishing.asp,http://www.snopes.com/fraud/phishing/aa.asp
Fraud & Scams,Phishing,http://www.snopes.com/fraud/phishing/phishing.asp,http://www.snopes.com/fraud/phishing/bbb.asp
Fraud & Scams,Phishing,http://www.snopes.com/fraud/phishing/phishing.asp,http://www.snopes.com/fraud/phishing/casey.asp
Fraud & Scams,Phishing,http://www.snopes.com/fraud/phishing/phishing.asp,http://www.snopes.com/fraud/phishing/cdcvaccination.asp
Fraud & Scams,Phishing,http://www.snopes.com/fraud/phishing/phishing.asp,http://www.snopes.com/fraud/phishing/citibank.asp
Fraud & Scams,Phishing,http://www.snopes.com/fraud/phishing/phishing.asp,http://www.snopes.com/fraud/phishing/crosby.asp
Fraud & Scams,Phishing,http://www.snopes.com/fraud/phishing/phishing.asp,http://www.snopes.com/fraud/phishing/delta.asp
Fraud & Scams,Phishing,http://www.snopes.com/fraud/phishing/phishing.asp,http://www.snopes.com/fraud/phishing/dunbradstreet.asp
Fraud & Scams,Phishing,http://www.snopes.com/fraud/phishing/phishing.asp,http://www.snopes.com/fraud/phishing/ebay.asp
Fraud & Scams,Phishing,http://www.snopes.com/fraud/phishing/phishing.asp,http://www.snopes.com/fraud/phishing/ebay02.asp
Fraud & Scams,Phishing,http://www.snopes.com/fraud/phishing/phishing.asp,http://www.snopes.com/fraud/phishing/ezpass.asp
Fraud & Scams,Phishing,http://www.snopes.com/fraud/phishing/phishing.asp,http://www.snopes.com/fraud/phishing/fbstarter.asp
Fraud & Scams,Phishing,http://www.snopes.com/fraud/phishing/phishing.asp,http://www.snopes.com/fraud/phishing/fdic.asp
Fraud & Scams,Phishing,http://www.snopes.com/fraud/phishing/phishing.asp,http://www.snopes.com/fraud/phishing/fedex.asp
Fraud & Scams,Phishing,http://www.snopes.com/fraud/phishing/phishing.asp,http://www.snopes.com/fraud/phishing/fraudsurvey.asp
Fraud & Scams,Phishing,http://www.snopes.com/fraud/phishing/phishing.asp,http://www.snopes.com/fraud/phishing/intuit.asp
Fraud & Scams,Phishing,http://www.snopes.com/fraud/phishing/phishing.asp,http://www.snopes.com/fraud/phishing/intuitorder.asp
Fraud & Scams,Phishing,http://www.snopes.com/fraud/phishing/phishing.asp,http://www.snopes.com/fraud/phishing/irsrefund.asp
Fraud & Scams,Phishing,http://www.snopes.com/fraud/phishing/phishing.asp,http://www.snopes.com/fraud/phishing/unreported.asp
Fraud & Scams,Phishing,http://www.snopes.com/fraud/phishing/phishing.asp,http://www.snopes.com/fraud/phishing/irssurvey.asp
Fraud & Scams,Phishing,http://www.snopes.com/fraud/phishing/phishing.asp,http://www.snopes.com/fraud/phishing/irspenalty.asp
Fraud & Scams,Phishing,http://www.snopes.com/fraud/phishing/phishing.asp,http://www.snopes.com/fraud/phishing/irsfraud.asp
Fraud & Scams,Phishing,http://www.snopes.com/fraud/phishing/phishing.asp,http://www.snopes.com/fraud/phishing/itunes.asp
Fraud & Scams,Phishing,http://www.snopes.com/fraud/phishing/phishing.asp,http://www.snopes.com/fraud/phishing/nacha.asp
Fraud & Scams,Phishing,http://www.snopes.com/fraud/phishing/phishing.asp,http://www.snopes.com/fraud/phishing/newegg.asp
Fraud & Scams,Phishing,http://www.snopes.com/fraud/phishing/phishing.asp,http://www.snopes.com/fraud/phishing/pge.asp
Fraud & Scams,Phishing,http://www.snopes.com/fraud/phishing/phishing.asp,http://www.snopes.com/fraud/phishing/ssa.asp
Fraud & Scams,Phishing,http://www.snopes.com/fraud/phishing/phishing.asp,http://www.snopes.com/fraud/phishing/spider.asp
Fraud & Scams,Phishing,http://www.snopes.com/fraud/phishing/phishing.asp,http://www.snopes.com/fraud/phishing/stubhub.asp
Fraud & Scams,Phishing,http://www.snopes.com/fraud/phishing/phishing.asp,http://www.snopes.com/fraud/phishing/suntrust.asp
Fraud & Scams,Phishing,http://www.snopes.com/fraud/phishing/phishing.asp,http://www.snopes.com/fraud/phishing/usairways.asp
Fraud & Scams,Phishing,http://www.snopes.com/fraud/phishing/phishing.asp,http://www.snopes.com/fraud/phishing/usbank.asp
Fraud & Scams,Phishing,http://www.snopes.com/fraud/phishing/phishing.asp,http://www.snopes.com/fraud/phishing/usbank2.asp
Fraud & Scams,Phishing,http://www.snopes.com/fraud/phishing/phishing.asp,http://www.snopes.com/fraud/phishing/subpoena.asp
Fraud & Scams,Phishing,http://www.snopes.com/fraud/phishing/phishing.asp,http://www.snopes.com/fraud/phishing/wellsfargo.asp
Fraud & Scams,Phishing,http://www.snopes.com/fraud/phishing/phishing.asp,http://www.snopes.com/fraud/phishing/courier.asp
Fraud & Scams,Phishing,http://www.snopes.com/fraud/phishing/phishing.asp,http://www.snopes.com/fraud/phishing/stoplist.asp
Fraud & Scams,Phishing,http://www.snopes.com/fraud/phishing/phishing.asp,http://www.snopes.com/fraud/phishing/hotel.asp
Fraud & Scams,Phishing,http://www.snopes.com/fraud/phishing/phishing.asp,http://www.snopes.com/fraud/phishing/nice.asp
Fraud & Scams,Phishing,http://www.snopes.com/fraud/phishing/phishing.asp,http://www.snopes.com/fraud/phishing/jordanembry.asp
